word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
egg,1k_most_used,,,"It is thick , much like an egg plant's skin , so that poison sprays , if they are used , present no hazard to the consumer .","It is thick , much like an *** plant's skin , so that poison sprays , if they are used , present no hazard to the consumer .",We found an egg in the nest.,We found an *** in the nest.
eight,1k_most_used,,,"The disclosure by Charles Bellows , chief defense counsel , startled observers and was viewed as the prelude to a quarrel between the six attorneys representing the eight former policemen now on trial .","The disclosure by charles bellows , chief defense counsel , startled observers and was viewed as the prelude to a quarrel between the six attorneys representing the ***** former policemen now on trial .",I have eight candies.,I have ***** candies.
either,1k_most_used,,,The audience last night did not respond with either applause or boos to mention of Hughes' remark .,The audience last night did not respond with ****** applause or boos to mention of hughes' remark .,You can choose either apple or banana.,You can choose ****** apple or banana.
electric,1k_most_used,,,"The atom reactor , water cooled , was the result of almost a decade of research at the naval reactors branch of the atomic energy commission and Westinghouse Electric Corp. .","The atom reactor , water cooled , was the result of almost a decade of research at the naval reactors branch of the atomic energy commission and westinghouse ******** corp. .",We use electric lights at night.,We use ******** lights at night.
element,1k_most_used,,,"The most positive element to emerge from the Oslo meeting of North Atlantic Treaty Organization Foreign Ministers has been the freer , franker , and wider discussions , animated by much better mutual understanding than in past meetings .","The most positive ******* to emerge from the oslo meeting of north atlantic treaty organization foreign ministers has been the freer , franker , and wider discussions , animated by much better mutual understanding than in past meetings .",Water is an important element.,Water is an important *******.
else,1k_most_used,,,Mr. Hawksley said yesterday he would be willing to go before the city council `` or anyone else locally '' to outline his proposal at the earliest possible time .,Mr. hawksley said yesterday he would be willing to go before the city council `` or anyone **** locally '' to outline his proposal at the earliest possible time .,What else do you see?,What **** do you see?
end,1k_most_used,,,It recommended that Fulton legislators act `` to have these laws studied and revised to the end of modernizing and improving them '' .,It recomm***ed that fulton legislators act `` to have these laws studied and revised to the *** of modernizing and improving them '' .,The movie will end soon.,The movie will *** soon.
enemy,1k_most_used,,,"Speaking of the present status of civil defense in the city , Mr. Hawksley said he would be willing to bet that not more than one person in a hundred would know what to do or where to go in the event of an enemy attack .","Speaking of the present status of civil defense in the city , mr. hawksley said he would be willing to bet that not more than one person in a hundred would know what to do or where to go in the event of an ***** attack .",Superheroes fight their enemy.,Superheroes fight their *****.
energy,1k_most_used,,,There certainly was not any more energy displayed after it was clear the United States would not back the pro-Western government to the hilt .,There certainly was not any more ****** displayed after it was clear the united states would not back the pro-western government to the hilt .,Running uses a lot of energy.,Running uses a lot of ******.
engine,1k_most_used,,,"At 12,000 feet , Fiedler signaled `` release '' , and started the roaring pulse-jet engine -- then streaked away from beneath the Heinkel .","At 12,000 feet , fiedler signaled `` release '' , and started the roaring pulse-jet ****** -- then streaked away from beneath the heinkel .",The car has a big engine.,The car has a big ******.
enough,1k_most_used,,,"He also complained that not enough notice was given on the hearing , since the bill was introduced only last Monday .","He also complained that not ****** notice was given on the hearing , since the bill was introduced only last monday .",I have enough toys.,I have ****** toys.
