word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
salad,3_science_LS1,bo eaten make mixed frult salad corract option raw sabet,Bo eaten make mixed frult ***** corract option raw sabet,Among some recent imports were seat covers for one series of dining room chairs on which were depicted salad plates overflowing with tomatoes and greens and another set on which a pineapple was worked in naturalistic color .,Among some recent imports were seat covers for one series of dining room chairs on which were depicted ***** plates overflowing with tomatoes and greens and another set on which a pineapple was worked in naturalistic color ., Mom made a cucumber salad., mom made a cucumber *****.
easily,3_science_LS1,a platform which they can easily adapt to,A platform which they can ****** adapt to,"From the standpoint of the army of duffers , however , this was easily the most heartening exhibition they had had since Ben Hogan fell upon evil ways during his heyday and scored an 11 in the Texas open .","From the standpoint of the army of duffers , however , this was ****** the most heartening exhibition they had had since ben hogan fell upon evil ways during his heyday and scored an 11 in the texas open .",She learns new words easily.,She learns new words ******.
outside,3_science_LS1,what was seen from outside,What was seen from *******,Karns said it was a `` wrongful act '' for Wexler to take statements `` privately and outside of the grand jury room '' .,Karns said it was a `` wrongful act '' for wexler to take statements `` privately and ******* of the grand jury room '' .,It's sunny outside today.,It's sunny ******* today.
share,3_science_LS1,share a ial puzzle and,***** a ial puzzle and,Mitchell decried the high rate of unemployment in the state and said the Meyner administration and the Republican-controlled State Senate `` Must share the blame for this '' .,Mitchell decried the high rate of unemployment in the state and said the meyner administration and the republican-controlled state senate `` must ***** the blame for this '' .,Share your toys with friends.,***** your toys with friends.
skeleton,3_science_LS1,inside the body called the skeleton,Inside the body called the ********,By spring it would be a skeleton .,By spring it would be a ******** .,We studied the human skeleton.,We studied the human ********.
gen,3_science_LS1,organ systems of ee ee gen the human body,Organ systems of ee ee *** the human body,No example sentence found.,No example sentence found.," ""Gen"" can refer to generation or general."," ""***"" can refer to ***eration or ***eral."
thew,3_science_LS1,find food and to raise thew young ones,Find food and to raise **** young ones,No example sentence found.,No example sentence found.,,
yea,3_science_LS1,to dig senne cannol dg yea ii,To dig senne cannol dg *** ii,"Replied Beatrice : `` Yea , and I will weep a while longer '' .","Replied beatrice : `` *** , and i will weep a while longer '' .","The vote was yea, meaning yes.","The vote was ***, meaning yes."
wait,3_science_LS1,wait till the light turns,**** till the light turns,"When the crowd was asked whether it wanted to wait one more term to make the race , it voted no -- and there were no dissents .","When the crowd was asked whether it wanted to **** one more term to make the race , it voted no -- and there were no dissents .",Please wait for me.,Please **** for me.
answer,3_science_LS1,the as ee think end answer,The as ee think end ******,It is a desperate effort to prop up a sagging candidate who has proven he cannot answer any questions about New Jersey's problems .,It is a desperate effort to prop up a sagging candidate who has proven he cannot ****** any questions about new jersey's problems .,I know the answer to the question.,I know the ****** to the question.
must,3_science_LS1,in activity 2 you must have first taken the,In activity 2 you **** have first taken the,"The largest hurdle the Republicans would have to face is a state law which says that before making a first race , one of two alternative courses must be taken : 1","The largest hurdle the republicans would have to face is a state law which says that before making a first race , one of two alternative courses **** be taken : 1",You must brush your teeth.,You **** brush your teeth.
